name,open,pre_close,price,high,low,bid,ask,volume,amount,b1_v,b1_p,b2_v,b2_p,b3_v,b3_p,b4_v,b4_p,b5_v,b5_p,a1_v,a1_p,a2_v,a2_p,a3_v,a3_p,a4_v,a4_p,a5_v,a5_p,date,time,code
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10525906,123538680.0,208,11.7,179,11.69,27,11.68,22,11.67,130,11.66,74,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:20:55,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10525906,123538680.0,258,11.7,179,11.69,27,11.68,22,11.67,130,11.66,74,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:01,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10526006,123539850.0,274,11.7,179,11.69,27,11.68,22,11.67,130,11.66,74,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:07,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.7,11.72,10527806,123560946.0,274,11.7,179,11.69,27,11.68,22,11.67,130,11.66,56,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:10,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.7,11.72,10527806,123560946.0,279,11.7,179,11.69,27,11.68,22,11.67,130,11.66,56,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:16,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.7,11.72,10527806,123560946.0,279,11.7,179,11.69,27,11.68,22,11.67,110,11.66,56,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:22,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10527806,123560946.0,16,11.71,279,11.7,179,11.69,27,11.68,22,11.67,56,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:25,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10527806,123560946.0,16,11.71,279,11.7,179,11.69,27,11.68,22,11.67,76,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:32,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10527806,123560946.0,16,11.71,279,11.7,179,11.69,27,11.68,22,11.67,176,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:34,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10527806,123560946.0,16,11.71,279,11.7,179,11.69,27,11.68,22,11.67,176,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:37,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10527806,123560946.0,16,11.71,269,11.7,189,11.69,27,11.68,22,11.67,176,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:40,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10528406,123567978.0,16,11.71,269,11.7,189,11.69,27,11.68,22,11.67,170,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:49,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10529006,123575010.0,16,11.71,269,11.7,60,11.69,27,11.68,22,11.67,164,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:21:55,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.71,11.72,10530506,123592580.0,12,11.71,269,11.7,60,11.69,28,11.68,22,11.67,259,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:22:01,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10531706,123606644.0,12,11.71,269,11.7,60,11.69,28,11.68,22,11.67,247,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:22:04,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10531706,123606644.0,12,11.71,269,11.7,60,11.69,28,11.68,22,11.67,247,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:22:09,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10531706,123606644.0,44,11.71,269,11.7,60,11.69,28,11.68,22,11.67,247,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:22:18,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10539506,123697977.0,264,11.7,60,11.69,18,11.68,22,11.67,104,11.66,117,11.71,237,11.72,34,11.73,115,11.74,188,11.75,2017-04-20,14:22:42,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10549506,123814977.0,164,11.7,60,11.69,18,11.68,22,11.67,104,11.66,117,11.71,237,11.72,31,11.73,115,11.74,188,11.75,2017-04-20,14:22:48,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10550506,123826687.0,164,11.7,60,11.69,18,11.68,22,11.67,104,11.66,107,11.71,237,11.72,31,11.73,115,11.74,188,11.75,2017-04-20,14:22:51,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10550606,123827857.0,163,11.7,60,11.69,18,11.68,22,11.67,104,11.66,107,11.71,237,11.72,31,11.73,115,11.74,186,11.75,2017-04-20,14:22:54,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10555606,123886357.0,113,11.7,60,11.69,18,11.68,22,11.67,104,11.66,107,11.71,237,11.72,31,11.73,115,11.74,186,11.75,2017-04-20,14:22:57,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10563606,123979987.0,65,11.7,60,11.69,18,11.68,22,11.67,104,11.66,77,11.71,237,11.72,31,11.73,115,11.74,186,11.75,2017-04-20,14:23:03,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10567806,124029127.0,23,11.7,60,11.69,18,11.68,22,11.67,104,11.66,87,11.71,237,11.72,31,11.73,115,11.74,186,11.75,2017-04-20,14:23:06,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10567806,124029127.0,23,11.7,60,11.69,18,11.68,22,11.67,104,11.66,87,11.71,237,11.72,31,11.73,115,11.74,186,11.75,2017-04-20,14:23:07,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10570151,124056563.0,60,11.69,18,11.68,22,11.67,104,11.66,148,11.65,20,11.7,87,11.71,237,11.72,31,11.73,115,11.74,2017-04-20,14:23:13,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10570151,124056563.0,60,11.69,18,11.68,27,11.67,104,11.66,148,11.65,20,11.7,90,11.71,237,11.72,31,11.73,115,11.74,2017-04-20,14:23:21,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10570151,124056563.0,60,11.69,18,11.68,27,11.67,104,11.66,148,11.65,20,11.7,80,11.71,237,11.72,31,11.73,115,11.74,2017-04-20,14:23:25,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10570151,124056563.0,60,11.69,18,11.68,57,11.67,68,11.66,148,11.65,20,11.7,80,11.71,237,11.72,31,11.73,115,11.74,2017-04-20,14:23:33,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10570151,124056563.0,60,11.69,18,11.68,57,11.67,68,11.66,148,11.65,20,11.7,80,11.71,237,11.72,100,11.73,115,11.74,2017-04-20,14:23:36,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10570151,124056563.0,60,11.69,18,11.68,57,11.67,68,11.66,148,11.65,20,11.7,80,11.71,237,11.72,100,11.73,115,11.74,2017-04-20,14:23:39,600122
宏图高科,11.98,11.99,11.69,12.06,11.5,11.69,11.7,10570251,124057732.0,49,11.69,18,11.68,57,11.67,68,11.66,148,11.65,20,11.7,80,11.71,237,11.72,100,11.73,115,11.74,2017-04-20,14:23:47,600122
宏图高科,11.98,11.99,11.69,12.06,11.5,11.69,11.71,10573106,124091128.0,41,11.69,18,11.68,57,11.67,68,11.66,148,11.65,80,11.71,237,11.72,95,11.73,115,11.74,186,11.75,2017-04-20,14:23:49,600122
宏图高科,11.98,11.99,11.69,12.06,11.5,11.7,11.71,10573106,124091128.0,6,11.7,41,11.69,18,11.68,57,11.67,68,11.66,80,11.71,237,11.72,95,11.73,115,11.74,191,11.75,2017-04-20,14:23:57,600122
宏图高科,11.98,11.99,11.69,12.06,11.5,11.7,11.71,10573106,124091128.0,10,11.7,41,11.69,18,11.68,57,11.67,68,11.66,80,11.71,237,11.72,95,11.73,115,11.74,191,11.75,2017-04-20,14:24:09,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10573606,124096983.0,10,11.7,41,11.69,18,11.68,57,11.67,68,11.66,75,11.71,237,11.72,95,11.73,115,11.74,191,11.75,2017-04-20,14:24:15,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10575906,124123916.0,4,11.7,41,11.69,18,11.68,57,11.67,68,11.66,73,11.71,237,11.72,95,11.73,115,11.74,187,11.75,2017-04-20,14:24:21,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10576506,124130942.0,4,11.7,41,11.69,18,11.68,57,11.67,68,11.66,67,11.71,237,11.72,95,11.73,115,11.74,187,11.75,2017-04-20,14:24:21,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10578806,124157875.0,4,11.7,41,11.69,18,11.68,57,11.67,68,11.66,44,11.71,237,11.72,95,11.73,115,11.74,187,11.75,2017-04-20,14:24:33,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10578806,124157875.0,4,11.7,41,11.69,18,11.68,57,11.67,68,11.66,23,11.71,237,11.72,95,11.73,115,11.74,187,11.75,2017-04-20,14:24:36,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10578806,124157875.0,15,11.7,41,11.69,18,11.68,57,11.67,68,11.66,23,11.71,237,11.72,95,11.73,115,11.74,187,11.75,2017-04-20,14:24:39,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10578806,124157875.0,15,11.7,41,11.69,18,11.68,57,11.67,68,11.66,23,11.71,237,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:24:45,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10578806,124157875.0,35,11.7,41,11.69,18,11.68,57,11.67,68,11.66,23,11.71,237,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:24:51,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10579806,124169575.0,25,11.7,41,11.69,18,11.68,57,11.67,68,11.66,30,11.71,237,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:24:54,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10579806,124169575.0,25,11.7,41,11.69,18,11.68,57,11.67,68,11.66,39,11.71,237,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:24:57,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10579806,124169575.0,5,11.7,41,11.69,18,11.68,57,11.67,68,11.66,89,11.71,237,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:25:00,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10580806,124181275.0,41,11.69,18,11.68,57,11.67,68,11.66,148,11.65,50,11.7,89,11.71,237,11.72,95,11.73,561,11.74,2017-04-20,14:25:06,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10580806,124181275.0,41,11.69,18,11.68,57,11.67,68,11.66,148,11.65,50,11.7,89,11.71,237,11.72,95,11.73,561,11.74,2017-04-20,14:25:09,600122
宏图高科,11.98,11.99,11.69,12.06,11.5,11.69,11.7,10583706,124215199.0,35,11.69,18,11.68,57,11.67,68,11.66,148,11.65,36,11.7,209,11.71,237,11.72,95,11.73,561,11.74,2017-04-20,14:25:21,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10584206,124221049.0,35,11.69,18,11.68,57,11.67,68,11.66,148,11.65,31,11.7,259,11.71,237,11.72,95,11.73,561,11.74,2017-04-20,14:25:24,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10584206,124221049.0,40,11.69,18,11.68,57,11.67,68,11.66,148,11.65,81,11.7,259,11.71,237,11.72,95,11.73,561,11.74,2017-04-20,14:25:27,600122
宏图高科,11.98,11.99,11.69,12.06,11.5,11.69,11.7,10584406,124223387.0,38,11.69,18,11.68,57,11.67,68,11.66,148,11.65,81,11.7,259,11.71,237,11.72,95,11.73,561,11.74,2017-04-20,14:25:36,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10585306,124233913.0,34,11.69,18,11.68,57,11.67,68,11.66,148,11.65,76,11.7,259,11.71,237,11.72,95,11.73,561,11.74,2017-04-20,14:25:39,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10585706,124238593.0,34,11.69,18,11.68,57,11.67,68,11.66,148,11.65,72,11.7,259,11.71,237,11.72,95,11.73,561,11.74,2017-04-20,14:25:42,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10586206,124244443.0,48,11.69,18,11.68,57,11.67,68,11.66,148,11.65,67,11.7,259,11.71,237,11.72,95,11.73,561,11.74,2017-04-20,14:25:45,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.68,11.7,10594006,124335654.0,17,11.68,57,11.67,68,11.66,148,11.65,12,11.64,38,11.7,259,11.71,230,11.72,95,11.73,561,11.74,2017-04-20,14:25:48,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.68,11.7,10594006,124335654.0,17,11.68,57,11.67,68,11.66,148,11.65,12,11.64,38,11.7,256,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:25:51,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.68,11.7,10594006,124335654.0,17,11.68,57,11.67,68,11.66,138,11.65,12,11.64,38,11.7,256,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:25:54,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.68,11.7,10596306,124362564.0,17,11.68,57,11.67,68,11.66,138,11.65,12,11.64,29,11.7,256,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:03,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10596806,124368414.0,46,11.69,22,11.68,57,11.67,68,11.66,138,11.65,24,11.7,256,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:09,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10599206,124396494.0,4,11.7,46,11.69,22,11.68,57,11.67,68,11.66,256,11.71,226,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:26:12,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10599206,124396494.0,4,11.7,46,11.69,22,11.68,57,11.67,68,11.66,456,11.71,226,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:26:15,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.71,10599206,124396494.0,46,11.69,22,11.68,57,11.67,68,11.66,149,11.65,456,11.71,226,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:26:21,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.69,11.7,10599606,124401178.0,46,11.69,22,11.68,57,11.67,68,11.66,149,11.65,522,11.7,452,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:27,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10603106,124442128.0,46,11.69,22,11.68,57,11.67,68,11.66,149,11.65,497,11.7,452,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:33,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10605506,124470208.0,46,11.69,22,11.68,57,11.67,68,11.66,149,11.65,473,11.7,452,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:36,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10605506,124470208.0,46,11.69,22,11.68,57,11.67,68,11.66,149,11.65,473,11.7,452,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:39,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10606006,124476058.0,56,11.69,22,11.68,57,11.67,68,11.66,149,11.65,468,11.7,452,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:45,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10606006,124476058.0,56,11.69,22,11.68,57,11.67,68,11.66,148,11.65,468,11.7,452,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:48,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10606506,124481908.0,56,11.69,22,11.68,57,11.67,68,11.66,148,11.65,463,11.7,443,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:51,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10606606,124483078.0,56,11.69,22,11.68,57,11.67,68,11.66,148,11.65,462,11.7,443,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:54,600122
宏图高科,11.98,11.99,11.69,12.06,11.5,11.69,11.7,10610506,124528669.0,17,11.69,22,11.68,57,11.67,68,11.66,148,11.65,462,11.7,443,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:26:57,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10612806,124555579.0,17,11.69,22,11.68,57,11.67,68,11.66,148,11.65,439,11.7,443,11.71,226,11.72,95,11.73,561,11.74,2017-04-20,14:27:06,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10656706,125069209.0,66,11.7,17,11.69,22,11.68,57,11.67,68,11.66,443,11.71,226,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:10,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10656706,125069209.0,75,11.7,17,11.69,22,11.68,57,11.67,68,11.66,393,11.71,226,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:16,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10657706,125080909.0,65,11.7,17,11.69,22,11.68,57,11.67,72,11.66,393,11.71,226,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:21,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10660006,125107842.0,66,11.7,17,11.69,22,11.68,57,11.67,72,11.66,370,11.71,226,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:25,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10661006,125119552.0,66,11.7,17,11.69,34,11.68,57,11.67,72,11.66,360,11.71,226,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:27,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10661506,125125407.0,66,11.7,17,11.69,34,11.68,57,11.67,72,11.66,355,11.71,226,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:30,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10661506,125125407.0,66,11.7,17,11.69,34,11.68,57,11.67,72,11.66,355,11.71,233,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:34,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10671506,125242407.0,12,11.7,17,11.69,34,11.68,57,11.67,72,11.66,355,11.71,233,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:39,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10672006,125248262.0,12,11.7,17,11.69,34,11.68,57,11.67,72,11.66,350,11.71,233,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:42,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10672506,125254117.0,32,11.7,37,11.69,34,11.68,57,11.67,72,11.66,345,11.71,233,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:46,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10672606,125255288.0,32,11.7,37,11.69,34,11.68,57,11.67,72,11.66,344,11.71,233,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:48,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10673506,125265818.0,23,11.7,37,11.69,34,11.68,57,11.67,72,11.66,344,11.71,233,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:27:54,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10676406,125299754.0,17,11.69,34,11.68,57,11.67,72,11.66,146,11.65,27,11.7,338,11.71,233,11.72,95,11.73,561,11.74,2017-04-20,14:28:01,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10676906,125305604.0,17,11.69,34,11.68,57,11.67,72,11.66,146,11.65,22,11.7,338,11.71,233,11.72,95,11.73,561,11.74,2017-04-20,14:28:07,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10677006,125306774.0,17,11.69,34,11.68,57,11.67,72,11.66,146,11.65,21,11.7,338,11.71,233,11.72,95,11.73,561,11.74,2017-04-20,14:28:10,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10679106,125331344.0,17,11.7,17,11.69,34,11.68,57,11.67,72,11.66,338,11.71,233,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:28:13,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10681306,125357084.0,17,11.69,34,11.68,57,11.67,72,11.66,146,11.65,41,11.7,338,11.71,233,11.72,95,11.73,561,11.74,2017-04-20,14:28:18,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.69,11.7,10683106,125378144.0,17,11.69,34,11.68,57,11.67,72,11.66,146,11.65,23,11.7,338,11.71,233,11.72,95,11.73,561,11.74,2017-04-20,14:28:22,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.69,11.71,10685606,125407396.0,17,11.69,34,11.68,57,11.67,72,11.66,146,11.65,336,11.71,233,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:28:28,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.69,11.71,10686206,125414422.0,17,11.69,34,11.68,57,11.67,72,11.66,146,11.65,330,11.71,233,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:28:30,600122
宏图高科,11.98,11.99,11.69,12.06,11.5,11.69,11.71,10689006,125447170.0,39,11.69,34,11.68,57,11.67,72,11.66,146,11.65,325,11.71,213,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:28:40,600122
宏图高科,11.98,11.99,11.69,12.06,11.5,11.69,11.71,10689006,125447170.0,65,11.69,34,11.68,57,11.67,72,11.66,146,11.65,325,11.71,213,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:28:43,600122
宏图高科,11.98,11.99,11.69,12.06,11.5,11.69,11.71,10689006,125447170.0,74,11.69,34,11.68,57,11.67,72,11.66,146,11.65,325,11.71,215,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:28:46,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10691106,125471741.0,11,11.7,64,11.69,34,11.68,57,11.67,72,11.66,314,11.71,215,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:28:52,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10691606,125477596.0,11,11.7,74,11.69,34,11.68,57,11.67,72,11.66,309,11.71,215,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:28:58,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10706606,125653246.0,11,11.7,74,11.69,34,11.68,57,11.67,72,11.66,159,11.71,215,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:29:01,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10714006,125739900.0,31,11.7,74,11.69,34,11.68,57,11.67,72,11.66,85,11.71,215,11.72,95,11.73,561,11.74,187,11.75,2017-04-20,14:29:04,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10715006,125751610.0,141,11.7,65,11.69,34,11.68,57,11.67,72,11.66,75,11.71,215,11.72,95,11.73,561,11.74,181,11.75,2017-04-20,14:29:10,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.71,10725006,125868610.0,41,11.7,70,11.69,34,11.68,57,11.67,72,11.66,75,11.71,215,11.72,95,11.73,561,11.74,191,11.75,2017-04-20,14:29:13,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10726806,125889688.0,41,11.7,70,11.69,34,11.68,57,11.67,72,11.66,57,11.71,215,11.72,95,11.73,561,11.74,191,11.75,2017-04-20,14:29:16,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10726806,125889688.0,53,11.7,70,11.69,34,11.68,57,11.67,72,11.66,57,11.71,215,11.72,95,11.73,561,11.74,191,11.75,2017-04-20,14:29:19,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10730806,125936528.0,53,11.7,70,11.69,34,11.68,57,11.67,82,11.66,17,11.71,215,11.72,95,11.73,561,11.74,191,11.75,2017-04-20,14:29:22,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.71,11.72,10732506,125956435.0,184,11.71,53,11.7,71,11.69,34,11.68,57,11.67,215,11.72,95,11.73,561,11.74,191,11.75,90,11.76,2017-04-20,14:29:25,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.71,11.72,10732506,125956435.0,204,11.71,326,11.7,76,11.69,34,11.68,57,11.67,215,11.72,95,11.73,561,11.74,191,11.75,90,11.76,2017-04-20,14:29:28,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.71,11.72,10732506,125956435.0,204,11.71,347,11.7,76,11.69,34,11.68,57,11.67,215,11.72,95,11.73,561,11.74,191,11.75,90,11.76,2017-04-20,14:29:30,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.71,11.72,10732506,125956435.0,209,11.71,347,11.7,76,11.69,34,11.68,57,11.67,215,11.72,95,11.73,561,11.74,191,11.75,90,11.76,2017-04-20,14:29:34,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10736006,125997455.0,209,11.71,339,11.7,76,11.69,34,11.68,57,11.67,180,11.72,95,11.73,561,11.74,191,11.75,90,11.76,2017-04-20,14:29:40,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10737006,126009175.0,209,11.71,339,11.7,76,11.69,34,11.68,57,11.67,170,11.72,95,11.73,561,11.74,191,11.75,90,11.76,2017-04-20,14:29:43,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10739006,126032615.0,209,11.71,339,11.7,76,11.69,34,11.68,57,11.67,150,11.72,95,11.73,561,11.74,191,11.75,90,11.76,2017-04-20,14:29:46,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10740006,126044335.0,209,11.71,339,11.7,76,11.69,34,11.68,57,11.67,140,11.72,395,11.73,561,11.74,191,11.75,90,11.76,2017-04-20,14:29:49,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10740506,126050195.0,214,11.71,339,11.7,47,11.69,34,11.68,57,11.67,135,11.72,326,11.73,561,11.74,191,11.75,90,11.76,2017-04-20,14:29:55,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.71,11.72,10741106,126057227.0,239,11.71,339,11.7,47,11.69,34,11.68,57,11.67,129,11.72,326,11.73,561,11.74,191,11.75,90,11.76,2017-04-20,14:29:58,600122
