name,open,pre_close,price,high,low,bid,ask,volume,amount,b1_v,b1_p,b2_v,b2_p,b3_v,b3_p,b4_v,b4_p,b5_v,b5_p,a1_v,a1_p,a2_v,a2_p,a3_v,a3_p,a4_v,a4_p,a5_v,a5_p,date,time,code
宏图高科,11.98,11.99,11.72,12.06,11.5,11.7,11.72,10513106,123388871.0,71,11.7,162,11.69,38,11.68,10,11.67,135,11.66,12,11.72,111,11.73,110,11.74,88,11.75,76,11.76,2017-04-20,14:19:25,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.7,11.72,10513106,123388871.0,71,11.7,162,11.69,38,11.68,10,11.67,135,11.66,62,11.72,121,11.73,110,11.74,88,11.75,76,11.76,2017-04-20,14:19:28,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.7,11.72,10513106,123388871.0,81,11.7,162,11.69,38,11.68,10,11.67,135,11.66,66,11.72,121,11.73,110,11.74,88,11.75,76,11.76,2017-04-20,14:19:34,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.7,11.72,10513106,123388871.0,81,11.7,162,11.69,38,11.68,10,11.67,135,11.66,66,11.72,121,11.73,110,11.74,88,11.75,76,11.76,2017-04-20,14:19:37,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10516106,123423971.0,72,11.7,184,11.69,38,11.68,10,11.67,135,11.66,76,11.72,121,11.73,110,11.74,88,11.75,76,11.76,2017-04-20,14:19:43,600122
宏图高科,11.98,11.99,11.71,12.06,11.5,11.7,11.71,10516406,123427484.0,72,11.7,184,11.69,38,11.68,10,11.67,135,11.66,2,11.71,76,11.72,121,11.73,110,11.74,88,11.75,2017-04-20,14:19:49,600122
宏图高科,11.98,11.99,11.72,12.06,11.5,11.7,11.72,10517406,123439202.0,72,11.7,184,11.69,28,11.68,10,11.67,135,11.66,68,11.72,121,11.73,110,11.74,138,11.75,76,11.76,2017-04-20,14:19:55,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10520306,123473150.0,52,11.7,184,11.69,28,11.68,10,11.67,135,11.66,59,11.72,121,11.73,110,11.74,138,11.75,76,11.76,2017-04-20,14:19:58,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10520306,123473150.0,52,11.7,184,11.69,28,11.68,10,11.67,135,11.66,59,11.72,121,11.73,95,11.74,138,11.75,76,11.76,2017-04-20,14:20:01,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10521706,123489540.0,43,11.7,184,11.69,28,11.68,10,11.67,130,11.66,54,11.72,121,11.73,95,11.74,138,11.75,76,11.76,2017-04-20,14:20:07,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10521706,123489540.0,43,11.7,184,11.69,28,11.68,10,11.67,130,11.66,68,11.72,121,11.73,95,11.74,138,11.75,76,11.76,2017-04-20,14:20:16,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10521706,123489540.0,47,11.7,179,11.69,28,11.68,10,11.67,130,11.66,68,11.72,121,11.73,95,11.74,188,11.75,76,11.76,2017-04-20,14:20:19,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10521706,123489540.0,77,11.7,179,11.69,28,11.68,10,11.67,130,11.66,68,11.72,124,11.73,95,11.74,188,11.75,76,11.76,2017-04-20,14:20:22,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10522706,123501240.0,77,11.7,179,11.69,28,11.68,10,11.67,130,11.66,69,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:20:31,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10522906,123503580.0,90,11.7,179,11.69,28,11.68,10,11.67,130,11.66,69,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:20:34,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10522906,123503580.0,90,11.7,179,11.69,28,11.68,10,11.67,130,11.66,76,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:20:40,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10525906,123538680.0,80,11.7,179,11.69,27,11.68,22,11.67,130,11.66,76,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:20:49,600122
宏图高科,11.98,11.99,11.7,12.06,11.5,11.7,11.72,10525906,123538680.0,82,11.7,179,11.69,27,11.68,22,11.67,130,11.66,74,11.72,124,11.73,115,11.74,188,11.75,76,11.76,2017-04-20,14:20:52,600122
